From	To	Species	Gene Name
PURH	1117578	Clostridium acetobutylicum ATCC 824	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	8797466	Streptococcus mitis B6	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	23438404	Rhizobium leguminosarum bv. trifolii WSM1689	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	14790409	Bifidobacterium breve UCC2003	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23430713	Bordetella holmesii ATCC 51541	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	24264090	Halomonas boliviensis LC1	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	908529	Mycobacterium leprae TN	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23240128	Agrobacterium tumefaciens F2	purine biosynthesis protein purH(purH)
PURH	15142435	Enterococcus casseliflavus EC20	purine biosynthesis protein purH(purH)
PURH	27810376	Paraburkholderia grimmiae	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(purH)
PURH	4415337	Oenococcus oeni PSU-1	bifunctional purine biosynthesis protein PurH(purH)
PURH	13176547	Enterococcus hirae ATCC 9790	pseudo(purH)
PURH	1186549	[Pseudomonas syringae] pv. tomato str. DC3000	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	1072684	Bacteroides thetaiotaomicron VPI-5482	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	2649301	Corynebacterium diphtheriae NCTC 13129	bifunctional purine biosynthesis protein PurH(purH)
PURH	1023556	Shigella flexneri 2a str. 301	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23442237	Kingella kingae ATCC 23330	purine biosynthesis protein purH(purH)
PURH	905247	Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	4807051	Streptococcus sanguinis SK36	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	9135319	Moraxella catarrhalis BBH18	purine biosynthesis protein purH(purH)
PURH	23250664	Corynebacterium accolens ATCC 49725	purine biosynthesis protein purH(purH)
PURH	3922933	Methanospirillum hungatei JF-1	purine biosynthesis protein purH(purH)
PURH	3976898	Lactobacillus salivarius UCC118	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	7709858	Rhodococcus erythropolis PR4	bifunctional purine biosynthesis protein PurH(purH)
PURH	7272072	Methanosphaerula palustris E1-9c	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	936053	Bacillus subtilis subsp. subtilis str. 168	bifunctional purine biosynthesis protein PurH(purH)
PURH	5299155	Flavobacterium psychrophilum JIP02/86	Bifunctional purine biosynthesis protein PurH(purH)
PURH	1208218	Coxiella burnetii RSA 493	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	9904419	Gardnerella vaginalis ATCC 14019	bifunctional purine biosynthesis protein PurH(purH)
PURH	10563925	Gallibacterium anatis UMN179	purine biosynthesis protein purH(purH)
PURH	1063024	Lactobacillus plantarum WCFS1	bifunctional protein: phosphoribosylaminoimidazolecarboxamide formyltransferase; IMP cyclohydrolase(purH)
PURH	24118005	Delftia acidovorans SPH-1	purine biosynthesis protein purH(purH)
PURH	903103	Neisseria meningitidis MC58	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	3616626	Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(SSP_RS08635)
PURH	948503	Escherichia coli str. K-12 substr. MG1655	IMP cyclohydrolase and phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	1461677	Prochlorococcus marinus subsp. marinus str. CCMP1375	AICAR transformylase/IMP cyclohydrolase PurH(purH)
PURH	7984564	Micrococcus luteus NCTC 2665	purine biosynthesis protein purH(purH)
PURH	3263700	Xanthomonas oryzae pv. oryzae KACC 10331	bifunctional purine biosynthesis protein PurH(purH)
PURH	23336147	Citrobacter freundii CFNIH1	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	1200667	Enterococcus faecalis V583	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	944147	Caulobacter crescentus CB15	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	3920278	Staphylococcus aureus subsp. aureus NCTC 8325	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	13889135	Bordetella parapertussis Bpp5	bifunctional purine biosynthesis protein(purH)
PURH	3369946	Pseudomonas syringae pv. syringae B728a	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23272480	Bifidobacterium pseudocatenulatum DSM 20438 = JCM 1200 = LMG 10505	purine biosynthesis protein purH(purH)
PURH	24245865	Staphylococcus haemolyticus JCSC1435	bifunctional purine biosynthesis protein PurH(purH)
PURH	1018856	Corynebacterium glutamicum ATCC 13032	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	10791844	Enterobacter aerogenes KCTC 2190	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	27920364	Mycobacterium sp. GA-1331	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(purH)
PURH	4714415	Yersinia enterocolitica subsp. enterocolitica 8081	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	7162434	Vibrio tasmaniensis LGP32	bifunctional purine biosynthesis protein PurH(purH)
PURH	6289677	Ralstonia pickettii 12J	bifunctional purine biosynthesis protein PurH(purH)
PURH	13700027	Escherichia coli O104:H4 str. 2011C-3493	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	14851306	Xanthomonas axonopodis Xac29-1	bifunctional purine biosynthesis protein PurH(purH)
PURH	15339109	Mannheimia haemolytica M42548	purine biosynthesis protein purH(purH)
PURH	3031180	Bacillus licheniformis DSM 13 = ATCC 14580	purine biosynthesis protein purH(purH)
PURH	3709937	Pseudoalteromonas haloplanktis TAC125	bifunctional purine biosynthesis protein PurH(purH)
PURH	3720859	Rhodobacter sphaeroides 2.4.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	5550524	Cronobacter sakazakii ATCC BAA-894	bifunctional purine biosynthesis protein PurH(purH)
PURH	13564056	Bartonella quintana RM-11	bifunctional purine biosynthesis protein PurH(purH)
PURH	25228740	Yersinia ruckeri ATCC 29473	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	12374817	Ketogulonicigenium vulgare WSH-001	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase(purH)
PURH	14875704	Dictyostelium fasciculatum	AICAR transformylase / IMP cyclohydrolase(purH)
PURH	17362036	Nannochloropsis gaditana CCMP526	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase(PURH)
PURH	991332	Fusobacterium nucleatum subsp. nucleatum ATCC 25586	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	8635816	Veillonella parvula DSM 2008	purine biosynthesis protein purH(purH)
PURH	4794581	Methanocorpusculum labreanum Z	purine biosynthesis protein purH(purH)
PURH	8421239	Lactobacillus rhamnosus GG	purine biosynthesis protein purH(purH)
PURH	1243569	Pasteurella multocida subsp. multocida str. Pm70	bifunctional purine biosynthesis protein PurH(purH)
PURH	7157575	Escherichia coli UMN026	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	25054227	Corynebacterium pseudogenitalium ATCC 33035	purine biosynthesis protein purH(purH)
PURH	23518652	Salinispora pacifica DSM 45543	IMP cyclohydrolase(purH)
PURH	9731641	Dickeya dadantii 3937	purine biosynthesis protein purH(purH)
PURH	5867080	Microcystis aeruginosa NIES-843	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(MAE_RS27245)
PURH	7958777	Edwardsiella ictaluri 93-146	purine biosynthesis protein purH(purH)
PURH	28486029	methanogenic archaeon ISO4-H5	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(purH)
PURH	1057692	Staphylococcus epidermidis ATCC 12228	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	11828737	Pseudomonas fluorescens F113	purine biosynthesis protein purH(purH)
PURH	3837111	Rhodospirillum rubrum ATCC 11170	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23203139	Leptospira noguchii serovar Panama str. CZ214	IMP cyclohydrolase(purH)
PURH	1255702	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	1049554	Bradyrhizobium diazoefficiens USDA 110	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	1193672	Aquifex aeolicus VF5	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23781678	Neisseria sicca ATCC 29256	purine biosynthesis protein purH(purH)
PURH	3294423	Prochlorococcus phage P-SSM2	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase(purH)
PURH	5399190	Clostridium botulinum A str. Hall	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	24924195	Herbaspirillum seropedicae SmR1	purine biosynthesis protein purH(purH)
PURH	8913703	Erwinia amylovora CFBP1430	purine biosynthesis protein purH(purH)
PURH	23674697	Lactobacillus helveticus CNRZ32	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	1797790	Deinococcus radiodurans R1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	9889142	Bifidobacterium bifidum PRL2010	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase PurH(purH)
PURH	5109038	Pseudomonas mendocina ymp	bifunctional purine biosynthesis protein PurH(purH)
PURH	3281673	Neisseria gonorrhoeae FA 1090	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	22934796	Bacillus cereus AH621	purine biosynthesis protein purH(purH)
PURH	4408268	Leptospira borgpetersenii serovar Hardjo-bovis str. L550	bifunctional purine biosynthesis protein PurH(purH)
PURH	25067193	Vibrio nigripulchritudo Wn13	purine biosynthesis protein PurH(purH)
PURH	23002551	Acinetobacter gyllenbergii NIPH 230	IMP cyclohydrolase(purH)
PURH	23270665	Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788	purine biosynthesis protein purH(purH)
PURH	25876177	Lactobacillus kunkeei	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	12999900	Enterococcus faecium DO	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23244849	Dickeya solani IPO 2222	purine biosynthesis protein PurH(purH)
PURH	2881327	Pectobacterium atrosepticum SCRI1043	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	2857778	[Bacillus thuringiensis] serovar konkukian str. 97-27	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	985977	Listeria monocytogenes EGD-e	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	2614999	Vibrio cholerae O1 biovar El Tor str. N16961	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	5060284	Salinispora tropica CNB-440	purine biosynthesis protein purH(purH)
PURH	26003780	Rhodococcus ruber BKS 20-38	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	9743119	Methanolacinia petrolearia DSM 11571	purine biosynthesis protein purH(purH)
PURH	933467	Streptococcus pneumoniae R6	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	14306873	Aciduliprofundum sp. MAR08-339	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	24447419	Pseudomonas fragi B25	IMP cyclohydrolase(purH)
PURH	1029616	Streptococcus mutans UA159	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	8827800	Aciduliprofundum boonei T469	purine biosynthesis protein purH(purH)
PURH	23278347	Rhodococcus fascians NBRC 12155 = LMG 3623	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	4420227	Lactobacillus paracasei ATCC 334	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23284326	Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512	bifunctional purine biosynthesis protein purH(purH)
PURH	1795643	Rhodopirellula baltica SH 1	bifunctional purine biosynthesis protein purH(purH)
PURH	25057442	Rothia mucilaginosa DY-18	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(RMDY18_RS07300)
PURH	2599580	Gloeobacter violaceus PCC 7421	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	16155089	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	IMP cyclohydrolase /phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	1235016	Sinorhizobium meliloti 1021	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	1007981	Chlorobium tepidum TLS	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	3169136	Thermus thermophilus HB8	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	7152526	Escherichia coli IAI39	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	7264739	Bifidobacterium animalis subsp. lactis AD011	purine biosynthesis protein purH(purH)
PURH	25048265	Neisseria mucosa C102	purine biosynthesis protein purH(purH)
PURH	3788876	Brucella abortus 2308	bifunctional purine biosynthesis protein PurH(purH)
PURH	23263310	Leptospira mayottensis 200901116	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	6802029	Proteus mirabilis HI4320	bifunctional purine biosynthesis protein PurH(purH)
PURH	1219308	Ralstonia solanacearum GMI1000	bifunctional purine biosynthesis protein PurH(purH)
PURH	14479229	Staphylococcus warneri SG1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	1093066	Mycobacterium bovis AF2122/97	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	13981457	Bordetella bronchiseptica 253	bifunctional purine biosynthesis protein(purH)
PURH	2718397	Mycobacterium avium subsp. paratuberculosis K-10	bifunctional purine biosynthesis protein PurH(purH)
PURH	5187064	Clostridium botulinum A str. ATCC 3502	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	11171903	Bacillus coagulans 36D1	purine biosynthesis protein purH(purH)
PURH	6392464	Stenotrophomonas maltophilia K279a	bifunctional purine biosynthesis protein PurH(purH)
PURH	25684966	Acinetobacter baylyi DSM 14961 = CIP 107474	purine biosynthesis protein purH(purH)
PURH	4684296	Bartonella bacilliformis KC583	bifunctional purine biosynthesis protein PurH(purH)
PURH	14669927	Morganella morganii subsp. morganii KT	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23784435	Photobacterium leiognathi subsp. mandapamensis svers.1.1.	purine biosynthesis protein purH(purH)
PURH	885406	Mycobacterium tuberculosis H37Rv	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosinemonophosphate cyclohydrolase(purH)
PURH	6141667	Methylobacterium radiotolerans JCM 2831	purine biosynthesis protein purH(purH)
PURH	5411353	Methanoregula boonei 6A8	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	24907970	Enterobacter lignolyticus SCF1	purine biosynthesis protein purH(purH)
PURH	3278353	Vibrio fischeri ES114	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	3251379	Lactobacillus acidophilus NCFM	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	9435025	Amycolatopsis mediterranei U32	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	24150538	Cupriavidus metallidurans CH34	bifunctional purine biosynthesis protein PurH(purH)
PURH	1115175	Lactococcus lactis subsp. lactis Il1403	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	9381672	Acinetobacter oleivorans DR1	purine biosynthesis protein purH(purH)
PURH	7792595	Sinorhizobium fredii NGR234	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	24914231	Enterococcus cecorum DSM 20682 = ATCC 43198	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	25041476	Pseudomonas stutzeri A1501	bifunctional purine biosynthesis protein PurH(purH)
PURH	880046	Pseudomonas aeruginosa PAO1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	4916698	Clostridioides difficile 630	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	949891	Haemophilus influenzae Rd KW20	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	11639856	Acinetobacter pittii PHEA-2	bifunctional protein purH(purH)
PURH	6482031	Paulinella chromatophora	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	13355021	Methanoculleus bourgensis MS2	purine biosynthesis protein purH(purH)
PURH	1012780	Streptococcus agalactiae 2603V/R	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	22996108	Leptospira santarosai str. 2000027870	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23188521	Afipia broomeae ATCC 49717	bifunctional purine biosynthesis protein purH(purH)
PURH	1190471	Vibrio parahaemolyticus RIMD 2210633	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	12876354	Escherichia coli O83:H1 str. NRG 857C	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	9115672	Bacillus megaterium DSM 319	purine biosynthesis protein purH(purH)
PURH	2666840	Bordetella pertussis Tohama I	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	1151626	Leptospira interrogans serovar Lai str. 56601	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23487060	Rhizobium leguminosarum bv. trifolii CB782	purine biosynthesis protein purH(purH)
PURH	7278649	Haemophilus parasuis SH0165	purine biosynthesis protein purH(purH)
PURH	1011044	Thermosynechococcus elongatus BP-1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	5379484	Ochrobactrum anthropi ATCC 49188	bifunctional purine biosynthesis protein PurH(purH)
PURH	25069140	Acinetobacter schindleri CIP 107287	bifunctional purine biosynthesis protein purH(purH)
PURH	5189507	Lactobacillus reuteri DSM 20016	bifunctional purine biosynthesis protein PurH(purH)
PURH	3797210	Shigella dysenteriae Sd197	AICAR formyltransferase; IMP cyclohydrolase(purH)
PURH	5704197	Salinispora arenicola CNS-205	purine biosynthesis protein purH(purH)
PURH	2932978	Propionibacterium acnes KPA171202	bifunctional purine biosynthesis protein PurH(purH)
PURH	3091910	Burkholderia pseudomallei K96243	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	25557021	Komagataeibacter xylinus E25	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	3229270	Dehalococcoides mccartyi 195	purine biosynthesis protein purH(purH)
PURH	25044799	Actinomyces odontolyticus ATCC 17982	hypothetical protein(purH)
PURH	25050289	Staphylococcus hominis subsp. hominis C80	purine biosynthesis protein purH(purH)
PURH	8833641	Xenorhabdus bovienii SS-2004	purine biosynthesis protein purH(purH)
PURH	11238553	Bacillus subtilis subsp. spizizenii TU-B-10	purine biosynthesis protein purH(purH)
PURH	4085123	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 = JCM 1002	bifunctional purine biosynthesis protein PurH(purH)
PURH	8434546	Acetobacter pasteurianus IFO 3283-01	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(APA01_RS01485)
PURH	23216749	Acinetobacter junii CIP 64.5	bifunctional purine biosynthesis protein purH(purH)
PURH	11081766	Thermoanaerobacter wiegelii Rt8.B1	purine biosynthesis protein purH(purH)
PURH	2685298	Geobacter sulfurreducens PCA	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	1134861	Agrobacterium fabrum str. C58	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	5826513	Chloroflexus aurantiacus J-10-fl	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	7036470	Anoxybacillus flavithermus WK1	bifunctional purine biosynthesis protein PurH(purH)
PURH	3433004	Corynebacterium jeikeium K411	purine biosynthesis protein purH(purH)
PURH	9779592	Bacillus amyloliquefaciens DSM 7	purine biosynthesis protein purH(purH)
PURH	15077490	Thermoplasmatales archaeon BRNA1	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	5324068	Sinorhizobium medicae WSM419	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	914853	Escherichia coli O157:H7 str. Sakai	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23298482	Acinetobacter haemolyticus CIP 64.3	purine biosynthesis protein purH(purH)
PURH	8703042	Xanthomonas albilineans GPE PC73	purine biosynthesis protein purH(purH)
PURH	1100255	Streptomyces coelicolor A3(2)	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23315200	Alteromonas mediterranea DE	pseudo(purH)
PURH	12299050	Corynebacterium pseudotuberculosis C231	purine biosynthesis protein purH(purH)
PURH	3852615	Salinibacter ruber DSM 13855	bifunctional purine biosynthesis protein PurH(purH)
PURH	25073447	Bordetella hinzii OH87 BAL007II	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	1045913	Pseudomonas putida KT2440	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	26147530	[Clostridium] innocuum 2959	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(purH)
PURH	23007150	Leptospira kirschneri serovar Valbuzzi str. 200702274	purine biosynthesis protein purH(purH)
PURH	24818953	Candidatus Methanoplasma termitum	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	4846559	Methanoculleus marisnigri JR1	purine biosynthesis protein purH(purH)
PURH	19832026	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	24963618	Melissococcus plutonius ATCC 35311	pseudo(MPTP_RS06100)
PURH	23295284	Acinetobacter bereziniae LMG 1003 = CIP 70.12	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(purH)
PURH	24188670	Hafnia alvei FB1	phosphoribosylaminoimidazolecarboxamide formyltransferase(purH)
PURH	1202686	Bacillus cereus ATCC 14579	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	3185221	Geobacillus kaustophilus HTA426	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/inosine monophosphate cyclohydrolase(GK_RS01830)
PURH	11907676	Mycobacterium intracellulare ATCC 13950	purine biosynthesis protein purH(purH)
PURH	2848503	Bacillus anthracis str. Sterne	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	25686220	Vibrio orientalis CIP 102891 = ATCC 33934	purine biosynthesis protein purH(purH)
PURH	23440760	Vibrio anguillarum 775	pseudo(purH)
PURH	24944025	Haemophilus ducreyi 35000HP	pseudo(purH)
PURH	1021781	Bifidobacterium longum NCC2705	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
PURH	23840741	Microbacterium maritypicum MF109	IMP cyclohydrolase(purH)
PURH	24915928	Staphylococcus capitis CR01	fused phosphoribosylaminoimidazole carboxy formyl formyltransferase; inosine-monophosphate cyclohydrolase(purH)
PURH	4532183	Mycobacterium smegmatis str. MC2 155	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase(purH)
IBPA	1176915	Yersinia pestis CO92	heat shock protein IbpA(ibpA)
IBPA	1109919	Buchnera aphidicola str. APS (Acyrthosiphon pisum)	16 kDa heat shock protein A(ibpA)
IBPA	1043047	Pseudomonas putida KT2440	small heat shock protein IbpA(ibpA)
IBPA	12374397	Ketogulonicigenium vulgare WSH-001	Heat shock protein, Hsp20 family protein(ibpA)
IBPA	1170006	Shewanella oneidensis MR-1	16 kDa heat shock protein A IbpA(ibpA)
IBPA	1026089	Shigella flexneri 2a str. 301	heat shock protein IbpA(ibpA)
IBPA	948200	Escherichia coli str. K-12 substr. MG1655	heat shock chaperone(ibpA)
IBPA	19833757	Legionella pneumophila subsp. pneumophila str. Philadelphia 1	global stress protein GspA(ibpA)
IBPA	7156781	Escherichia coli UMN026	heat shock protein IbpA(ibpA)
IBPA	3799825	Shigella dysenteriae Sd197	heat shock protein IbpA(ibpA)
IBPA	1150906	Leptospira interrogans serovar Lai str. 56601	Hsp20/alpha crystallin molecular chaperone(ibpA)
IBPA	1150907	Leptospira interrogans serovar Lai str. 56601	Hsp20/alpha crystallin molecular chaperone(ibpA)
IBPA	7329943	Caulobacter crescentus NA1000	inositol ABC transporter, periplasmic inositol-binding protein IbpA(ibpA)
IBPA	3279818	Vibrio fischeri ES114	heat shock chaperone(ibpA)
IBPA	9122526	Enterobacter cloacae subsp. cloacae ATCC 13047	heat shock protein(ibpA)
IBPA	1234499	Sinorhizobium meliloti 1021	heat shock protein(ibpA)
